name,host_id,room_type,price,minimum_nights,number_of_reviews
Amazing apartment on the beach!! 2bed/2bath,363548373,Entire home/apt,144,3,0
RF) 💐Shared room for girls💃.,176984504,Shared room,37,1,0
2/1 Newly Renovated Home w/Backyard Beach Oasis,122544994,Entire home/apt,130,3,0
North Lauderdale Room 1,43975149,Private room,75,1,0
Quiet & Clean 1 (Queen bed  pr. bath  wifi  cable),363652350,Private room,33,1,2
Beach Apartment Hollywood,363661814,Entire home/apt,58,3,2
14TH condo ocean view at the Tides Hollywood Beach,278929279,Entire home/apt,105,4,3
Gorgeous studio minutes from the beach,330758618,Entire home/apt,35,1,4
Dolphin #15 - 100 yards from the beach!!!,57761801,Entire home/apt,53,1,3
16th Penthouse vue océan et canal Hollywood Beach,278929279,Entire home/apt,105,4,0
Penthouse wonderful ocean view Hollywood Beach,278929279,Entire home/apt,140,4,0
Ocean View on Hollywood Beach,259481658,Entire home/apt,150,4,3
North Lauderdale room 2,43975149,Private room,75,1,0
Penthouse 16th ocean view Hollywood Beach Tides,278929279,Entire home/apt,150,7,0
Rd) Bed to relax in sharedRoomAirport beach.,192720186,Shared room,22,1,1
Rd) Your rest between flights in the shared room.,192720186,Shared room,22,1,1
North Lauderdale,43975149,Entire home/apt,150,1,0
Private Home in Victoria Park with Pool,7964857,Entire home/apt,486,7,0
2 BR Beachfront Villa with All Amenities,48867063,Entire home/apt,375,6,0
Ranch life in the City -Pool - Lake - 3br secluded,8478447,Entire home/apt,379,3,3
Cocobelle One Bedroom King Suite + Sofabed,14324932,Private room,119,1,0
Cocobelle Deluxe King  Studio,14324932,Private room,109,1,0
Private pool home 4 bed & 2 bath.,25963913,Entire home/apt,186,5,0
2BR Apt on the beach  BY the Diplomat hotel (8F),54487736,Entire home/apt,200,4,0
Relaxing vacation or shopping??,188141456,Entire home/apt,125,3,1
#15 Have It All: Relax  Shopping  Dining & Beach,15587716,Entire home/apt,69,2,0
Studio 2 Go!,364123023,Private room,75,1,0
Hyde Resort 2 Br in Hollywood Florida  38 floor,274940659,Entire home/apt,186,3,5
4th Floor Luxury Condo One Block from the Beach,255975886,Entire home/apt,182,3,2
Waterfront Home 5/4 +Loft W/ Dock  2 Kayaks Pool,26557549,Entire home/apt,357,5,1
Clean safe spot to stay  good rates!,224523286,Private room,30,7,1
Hollywood Cubby,66332372,Private room,40,1,1
Your Deerfield beach hideaway!,50287115,Entire home/apt,89,150,0
CH - Brand New Luxury Condo with Ocean View,33042137,Entire home/apt,141,1,0
Modern Home on the water with private pool,35036676,Entire home/apt,206,2,4
Hyde Beach House - Gorgeous 2 Bedroom Unit overlooking the Ocean - 1209,51433847,Entire home/apt,216,1,0
Studio with Amazing Ocean & Bay View @ Beachwalk Resort 2707B,51433847,Entire home/apt,147,1,0
Spacious 3/2 Villa with Private pool.,26557549,Entire home/apt,180,5,0
Hour from Miami  FL,331471003,Private room,150,3,0
Cozy  Clean & Relaxing Bohemian Suite,324144677,Private room,36,1,3
Clean apt just for you | 2BR in Fort Lauderdale,359233035,Entire home/apt,150,30,0
Clean apt just for you | 2BR in Fort Lauderdale,359233035,Entire home/apt,152,30,0
Clean apt just for you | 2BR in Fort Lauderdale,359233035,Entire home/apt,150,30,0
Clean apt just for you | 2BR in Fort Lauderdale,359233035,Entire home/apt,153,30,0
Clean apt just for you | 2BR in Fort Lauderdale,359233035,Entire home/apt,148,30,0
A place to call home | 2BR in Davie,359233035,Entire home/apt,116,30,0
A place to call home | 1BR in Davie,359233035,Entire home/apt,101,30,0
A place to call home | 1BR in Davie,359233035,Entire home/apt,101,30,0
A place to call home | 1BR in Davie,359233035,Entire home/apt,101,30,0
Relax in comfort | 2BR in Fort Lauderdale,359233035,Entire home/apt,137,30,0
Relax in comfort | 1BR in Fort Lauderdale,359233035,Entire home/apt,107,30,0
Relax in comfort | 1BR in Fort Lauderdale,359233035,Entire home/apt,107,30,0
Relax in comfort | 2BR in Fort Lauderdale,359233035,Entire home/apt,133,30,0
Relax in comfort | 2BR in Fort Lauderdale,359233035,Entire home/apt,150,30,0
Relax in comfort | 2BR in Fort Lauderdale,359233035,Entire home/apt,134,30,0
Relax in comfort | 2BR in Fort Lauderdale,359233035,Entire home/apt,152,30,0
Relax in comfort | 1BR in Fort Lauderdale,359233035,Entire home/apt,118,30,0
Relax in comfort | 1BR in Fort Lauderdale,359233035,Entire home/apt,113,30,0
Lovely 2 Bedroom Apt - Walk to the beach,86416244,Entire home/apt,144,2,2
Royal Vista 2 Bedroom Deluxe on Pompano Beach,21183028,Entire home/apt,225,7,0
Comfortable quiet Bedroom 10min to hallandale bch3,363221597,Private room,29,1,5
A Great Place to Hang Out,7249639,Entire home/apt,75,1,0
Live + Work + Stay + Easy | 1BR in Fort Lauderdale,359233035,Entire home/apt,115,30,0
Live + Work + Stay + Easy | 2BR in Fort Lauderdale,359233035,Entire home/apt,146,30,0
Lil' n' Cozy ❤ Near FLL Beach  Shops & Nightlife,139646304,Entire home/apt,46,2,4
Modern Private Room 1 on the Intercoastal with pool,35036676,Private room,53,2,0
Modern Private Room 2 on the Intercoastal with pool,35036676,Private room,70,2,0
Modern Private Room 3 on the Intercoastal with pool,35036676,Private room,53,2,0
VICTORIA PARK VILLAGE APARTMENTS,363001177,Entire home/apt,145,1,1
A place to call home | 1BR in Davie,359233035,Entire home/apt,101,30,0
All-inclusive apartment home | 1BR in Pompano,359233035,Entire home/apt,104,30,0
Cozy studio for 2 in Hollywood Beach,75706690,Entire home/apt,55,1,0
Ocean view! The Tides 2 Bed 11th floor on Hollywood Beach by AmmosFL,130937953,Entire home/apt,138,2,0
Florida Paradise!  Large 4 BR house with Hot Tub,1688983,Entire home/apt,329,14,1
Stay as long as you want | 1BR in Boynton Beach,359233035,Entire home/apt,110,30,0
Stay as long as you want | 3BR in Boynton Beach,359233035,Entire home/apt,156,30,0
Stay as long as you want | 2BR in Fort Lauderdale,359233035,Entire home/apt,125,30,0
Stay as long as you want | 1BR in Boynton Beach,359233035,Entire home/apt,105,30,0
Stay as long as you want | 1BR in Boynton Beach,359233035,Entire home/apt,119,30,0
Stay as long as you want | 1BR in Boynton Beach,359233035,Entire home/apt,113,30,0
Stay as long as you want | 3BR in Boynton Beach,359233035,Entire home/apt,160,30,0
BEACH CONDO POOL TIKI BAR/RESTAURANT.Best location,22291753,Entire home/apt,136,2,0
Luxury 1 Bedroom Suite on the Ocean,75411034,Entire home/apt,235,1,0
Sunset C @ the Oasis / 3 miles to Hollywood Beach,50476783,Entire home/apt,50,2,4
3BR/3BA Beachy Retreat!,115666160,Entire home/apt,301,2,1
Studio at the beach  Costa Hollywood  Miami  FL,247452881,Private room,99,3,2
2 BR Condo @ Coconut Bay Resort,24126726,Entire home/apt,170,7,0
2BR Apartment on the beach (PH-G),54487736,Entire home/apt,150,4,1
OceanView 2 BR apt at Hollywood Beach,5192522,Entire home/apt,161,3,0
Beautiful studio close to beaches/airport,364748941,Entire home/apt,55,1,1
Cozy/Quiet Ft Lauddy HOME,364810735,Entire home/apt,160,1,0
** BRAND NEW ** LUXURY-STAY ** In the Heart of FLL,243727762,Entire home/apt,126,3,1
GoodTimes *Steps from the beach*,225327996,Entire home/apt,100,2,0
R) Comfortable bed for relaxation.  Airport beach,232779772,Shared room,23,1,1
Stay in a place of your own | 1BR in Plantation,359233035,Entire home/apt,94,30,0
Hollywood Pool Home 3 bed 2 bath,25963913,Entire home/apt,191,5,0
Luxury Industrial Family Loft | Long Term Stay,292636740,Entire home/apt,143,1,3
Hyde Beach House Luxury Condo-Resort- 2BR  2Bath,148537888,Private room,284,1,0
Home away from home!,347693222,Entire home/apt,80,2,0
Gorgeous Bay+City View 3 Bedroom /2 Bath Condo!,148537888,Private room,328,1,0
1BR Apartment on the beach - Sian 16C,54487736,Entire home/apt,85,2,1
Furnished Bedroom and  Bath,5380743,Private room,70,5,0
A Entire PooL  Guesthouse for 1 Tropical 30Day,64122567,Entire home/apt,37,30,5
Beach Getaway,365014969,Entire home/apt,105,2,8
Beautiful  spacious Master Bedroom-Private Bath,17926275,Private room,98,5,0
Premium 2BR Amazing South Views  30th Floor !,1833853,Entire home/apt,177,3,0
Cozy 3 bedroom Hollywood home close to attractions,134890659,Entire home/apt,136,2,6
Luxury 3BR SE Corner Waterfront @ Beachwalk Miami,1833853,Entire home/apt,242,3,1
Waterfront Paradise with Pool and Exotic Trees,365088674,Entire home/apt,195,5,4
New!  King Bed  Screened Patio w BBQ  Step to LMC.,1688983,Entire home/apt,221,3,4
Beautifull Comfortable and safe share home,285120771,Shared room,50,1,0
Beautiful 2 BR apt at Hollywood right on the Beach,5192522,Entire home/apt,160,3,0
Beautiful Villa in Miramar,98849111,Entire home/apt,130,1,1
NEW LISTING  11TH-FLOOR WITH STUNNING VIEWS! Tiffany house `The Gale` building. Hosted by Super Host!,66224640,Entire home/apt,156,1,0
Beach Condo for 4 at great Costa Hollywood,247452881,Private room,120,3,0
A place to call home | 2BR in Davie,359233035,Entire home/apt,116,30,0
Modern  affordable and right on the beach!,30130453,Entire home/apt,110,4,3
Santa Barbara Beach/Close to everything,356430849,Entire home/apt,250,3,0
Beautiful condo at The Tides,15362033,Entire home/apt,110,4,0
Steps to the BEACH - Fort Lauderdale 2BR/2BATH,86416244,Entire home/apt,144,2,0
Gorgeous Bay View 2 BR at Hyde Beach House!,148537888,Private room,285,1,0
Private Couples Retreat Studio,363719207,Entire home/apt,52,3,0
2BR/2BATH at Hyde Beach House Luxury Condo-Resort!,148537888,Private room,297,1,0
5* CH Luxury Penthouse Style Condo with Direct Ocean view,33042137,Entire home/apt,244,2,1
2BR Suite at Hyde Beach House w/ Ocean View!43F!,148537888,Private room,314,1,0
North Lauderdale Front Room,43975149,Private room,75,1,0
Lovely condo at The Tides,15362033,Entire home/apt,110,4,1
Amazing Miami Studio with Great Views 8th Floor!,1833853,Entire home/apt,77,3,1
Luxury Modern House Near the Beach,365401228,Entire home/apt,125,6,0
Great Miami Studio at 7th floor with Water view!,1833853,Entire home/apt,77,3,2
Relax at The Tides,15362033,Entire home/apt,105,4,0
Relax and enjoy my cozy house,363719207,Entire home/apt,107,1,3
NEW! Ft Lauderdale Condo < 5 Mi to Beach & Dwtn!,126641496,Entire home/apt,142,2,0
NEW! Pristine Condo  < 4 Mi to Port Everglades!,126641496,Entire home/apt,147,2,0
NEW! Huge Fort Lauderdale Condo <5 Mi to the Beach,126641496,Entire home/apt,147,2,0
NEW! Ft. Lauderdale Escape <5 Mi to Las Olas Beach,126641496,Entire home/apt,147,2,1
Beautiful new private home near FLL,365438808,Entire home/apt,103,3,0
Walk to the Beach Villa in Lauderdale by the Sea,9743916,Entire home/apt,200,90,0
Coconut Creek  lovely place to vacation ,25130003,Entire home/apt,89,120,0
RV all private 10min to hollywood beach,363221597,Entire home/apt,34,1,1
Hollywood Lakes Home just 5 Minutes from the Beach,191556743,Entire home/apt,96,2,3
Large 2 bdrm Apt  lakeview   near Sawgrass Mall,25648740,Entire home/apt,140,1,5
A place to call home | 1BR in Davie,359233035,Entire home/apt,101,30,0
Clean apt just for you | 2BR in Fort Lauderdale,359233035,Entire home/apt,145,30,0
Surf's Up Studio | Work&Play | Heart of Hollywood,328720396,Entire home/apt,47,4,0
Classic Mid-Century Apartment with BBQ Patio Area,10275168,Entire home/apt,66,2,6
2BR/2BATH with Breathtaking Ocean Views at Hyde!,148537888,Private room,281,3,0
Condo apartment for rent at Hollywood beach🏝,91291148,Entire home/apt,185,3,0
entire apartment close to restaurants & i75,119052133,Entire home/apt,125,2,0
3/2 Single Family - Tropical Suburban Charm,144423919,Entire home/apt,130,2,7
52’Luxury Motor Yacht w/ Captain 8hrs daily,217310910,Entire home/apt,1500,1,0
★★★★★BEACHWALK RESORT 3BR/3BA CONDO with OCEANVIEW,327859472,Entire home/apt,368,1,6
Tropical Paradise,195840264,Entire home/apt,99,1,0
Comfortable apartment unit in Oakland Park 20,303914768,Entire home/apt,54,1,7
Zen Vacation Rentals 2 BR Ocean and Pool  Views,7624914,Entire home/apt,225,3,0
55 and older private condo  gated community 6 mths,3322748,Entire home/apt,45,180,0
#804 Beachwalk Resort Fully Equipped,248923030,Entire home/apt,199,1,0
#804A Beachwalk Resort 1BED/BATH+Kitchen+Dining,248923030,Entire home/apt,120,1,1
#804B Beachwalk Resort 1Bedroom/1Bath,248923030,Entire home/apt,90,1,1
Awesome Fort Lauderdale condo vacation,342698845,Private room,220,1,0
Clean apt just for you | 1BR in Fort Lauderdale,359233035,Entire home/apt,124,30,0
Hollywood Vacation Condo,63245279,Entire home/apt,263,3,1
Spacious Studio A at Marriott’s Beach Place Towers,347970970,Entire home/apt,128,7,0
Clean apt just for you | 2BR in Fort Lauderdale,359233035,Entire home/apt,154,30,0
Beach Resort Villa on Ocean +Intracoastal Side M,365601573,Entire home/apt,168,5,0
Modern Waterfront Tropical Masterpiece,79954341,Entire home/apt,1543,3,3
731 Studio unit in Hollywood Beach rsrt/NO PARKING,37613915,Entire home/apt,46,1,8
NEW! Updated FLL Condo Near Beach  Cruise Terminal,126641496,Entire home/apt,147,2,0
NEW!  Well-Appointed FLL Condo Near Las Olas Blvd!,126641496,Entire home/apt,147,2,2
A taste of paradise,173866766,Entire home/apt,150,5,0
Relax,365827585,Private room,32,1,1
5⭐️ Beach Resort |FRONT BAY VIEW BALCONY:3 BR 2 BA + POOL- FREE PARKING!!,174780501,Entire home/apt,296,2,4
Ocean front luxury suite awaits you !,365788530,Entire home/apt,342,3,0
Ocean front luxury at its finest !,365788530,Entire home/apt,242,3,0
OCEAN MANOR 1 BEDROOM KINGS SUITE ON THE OCEAN!!,82644869,Entire home/apt,250,3,0
Hollywood Beach Condo,365861184,Entire home/apt,103,90,0
Big and beautiful apartment at the Tides,15362033,Entire home/apt,150,5,0
Clean & Spacious . 7 min Beach & Night all in one,361181044,Entire home/apt,68,1,1
** Welcome SNOW-BIRDS **,243727762,Entire home/apt,125,3,0
VP 912-1 - Excellent Victoria Park Location!!!,57761801,Entire home/apt,52,1,0
Charming condo at The Tides,15362033,Entire home/apt,130,5,1
VP 912-2 - Excellent Victoria Park Location!!!,57761801,Entire home/apt,52,1,1
VP 910-210 - Excellent Victoria Park Location!!!,57761801,Entire home/apt,48,1,1
NEW! Modern Escape w/Yard < 4 Mi From the Beach!,126641496,Entire home/apt,133,2,0
❤︎ Artistic Private Room w/ 2 Queen Beds & TV ❤︎,177705163,Private room,40,1,2
** Enjoy the HOLIDAYS AT THE BEACH **,243727762,Entire home/apt,125,3,0
VP 910-211 - Excellent Victoria Park Location!!!,57761801,Entire home/apt,52,1,2
Beautiful ocean view condo at The Tides,15362033,Entire home/apt,160,4,0
Beautiful BUTTERFLY 🦋,287861733,Entire home/apt,59,3,2
4 b Amazing House  close to ocean with pool,29761221,Entire home/apt,156,1,2
Amazing Luxury 2BR Pool View! Near Aventura Mall!,354924465,Entire home/apt,154,2,1
Wyndham Sea Gardens 3-5-11 1BR sleeps 4 Ocean view,214029590,Private room,250,6,0
Single Family house in quiet neighborhood,84132165,Entire home/apt,70,3,0
Costa Hollywood   Global Rent Apart 4 Pax Standar,11509065,Entire home/apt,145,2,0
323 DANIA BEACH APT 4,253098317,Entire home/apt,64,2,1
Villa with private beach + Intracoastal H,260469375,Entire home/apt,198,5,0
Unique Beach Resort Villa with private Beach,260469375,Entire home/apt,148,5,0
Light Blue house with Pool,366203740,Private room,45,2,2
1606 Dream Hollywood House,240261510,Entire home/apt,250,3,2
Spacious Unit with Great SouthBayView  +14thFloor!,1833853,Entire home/apt,167,3,0
Outstanding Las Olas Mansion!,7006239,Entire home/apt,3200,4,0
Lovely Master bedroom in Sunrise  Florida.,163227937,Private room,30,3,0
Relax in comfort | 1BR in Fort Lauderdale,359233035,Entire home/apt,120,30,0
Bedroom with Private Bathroom for Rent,366276494,Private room,90,7,0
Deluxe Studio at Oceanfront resort for great price,110463251,Entire home/apt,99,7,0
Barefoot Hideaway,81562288,Entire home/apt,110,1,0
Trendy Loft Apt #2-Walking Distance to Beach,45914148,Entire home/apt,104,1,0
Beautiful Loft Apt #3-Walking Distance to Beach,45914148,Entire home/apt,139,1,1
12th floor ocean view condo,366414996,Entire home/apt,125,2,0
HYDE BEACH HOUSE 3BDRM + POOLS  GYM  BEACH OPEN,193204575,Entire home/apt,220,1,1
Relax in comfort | 1BR in Fort Lauderdale,359233035,Entire home/apt,111,30,0
1Р Shared room on the coast. The airport is nearby,192720186,Shared room,22,3,1
2P Shared room on the coast. The airport is nearby,192720186,Shared room,24,3,0
3P Shared room on the coast. The airport is nearby,192720186,Shared room,25,3,0
4P Shared room on the coast. The airport is nearby,192720186,Shared room,22,5,0
Rd)Аcomfortable bed in a shared room:airport beach,263018520,Shared room,21,1,1
1)Bed for relaxation Airport beach,263018520,Shared room,23,3,0
2) Rest bed.  Airport beach,263018520,Shared room,23,3,0
3) Bed for  rest.  Airport beach,263018520,Shared room,23,3,0
Beachy Loft Apt #4-Walking Distance to the Beach,45914148,Entire home/apt,103,1,1
☑ WORK & Family home close to the beach,342266027,Entire home/apt,224,2,2
Chic Loft Apt #8-Walking Distance to Beach,45914148,Entire home/apt,83,1,0
4) Bed for rest.  Airport beach,263018520,Shared room,23,3,0
Hollywood Hideout,351327660,Entire home/apt,105,2,0
Stay as long as you want | 2BR in Fort Lauderdale,359233035,Entire home/apt,132,30,0
Club Wyndham Palm Aire 2BR Condo,225597185,Entire home/apt,127,2,3
Relax in comfort | 2BR in Fort Lauderdale,359233035,Entire home/apt,142,30,0
Cozy Private Room For two  central location,1915197,Shared room,70,1,0
Bright and cozy getaway near the beach,312107513,Entire home/apt,89,2,4
☀King Bed Home.Mins to Beach.Ideal for Long Stays☀,313186996,Entire home/apt,155,2,1
1) Comfortable rest on the coast .,176984504,Shared room,23,3,0
2) Comfortable rest on the coast.,176984504,Shared room,23,3,0
3) Comfortable rest on the coast.,176984504,Shared room,23,3,0
4) Comfortable rest on the coast .,176984504,Shared room,23,3,0
NEW2019 18Feet High Ceiling!  Amazing View! BEST 3BR@HydeHouse,1833853,Entire home/apt,315,1,0
Stay in a place of your own | 1BR in Plantation,359233035,Entire home/apt,93,30,0
Sparkling Getaway: Walk to Deerfield Beach & Eats!,104693659,Entire home/apt,120,3,0
Deerfield Beach Retreat - Walk to Beach & Eateries,104693659,Entire home/apt,140,3,0
Relax in Florida style,155842453,Entire home/apt,140,1,2
On the BEACH. Everything is open tiki bar   pool !,58240884,Entire home/apt,114,1,0
2 Bed 2 Bath near ocean and bars in Pompano Beach,25233623,Entire home/apt,109,1,0
Oasis on the water with amazing view!,366906177,Entire home/apt,225,60,0
Live + Work + Stay + Easy | 3BR in Fort Lauderdale,359233035,Entire home/apt,161,30,0
Exclusive Water Front Home Heated Pool & Boat Dock,44669807,Entire home/apt,200,30,0
GORGEOUS BEACHFRONT GATEAWAY,156208082,Entire home/apt,137,1,3
5★Beach Paradise Resort | Hot tub & UNIQUE Rooftop pool- FREE PARKING!!,174780501,Entire home/apt,127,2,2
North Lauderdale townhouse with the porch,293259172,Private room,105,7,0
5⭐️ Beachfront Resort- INFINITY EDGE SWIMMING POOL & Hot Tub- FREE PARKING!!,174780501,Entire home/apt,105,1,2
The Ocean Resort Residences | One Bedroom Suite Partial Ocean View,128710599,Entire home/apt,353,1,0
The Ocean Resort Residences | Stylish Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Stylish Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Luxury Studio Ocean View,128710599,Entire home/apt,326,1,0
The Ocean Resort Residences | Junior Suite Ocean View,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | Luxury Studio Ocean View,128710599,Entire home/apt,326,1,0
5⭐️ Beachfront Resort- INFINITY EDGE SWIMMING POOL & Hot Tub- FREE PARKING!!,174780501,Entire home/apt,105,2,1
✔HOUSE almost on the sand  1-min walk to beach!!!,366965961,Entire home/apt,268,2,2
One Bedroom Apartment at Coconut Bay Resort,110463251,Entire home/apt,107,7,0
Florida's Fishing PARADISE  WATER POOL BOAT SHOW,172725094,Entire home/apt,143,6,0
Gorgeous 4 Bedroom Home with Pool and Game Room,2001930,Entire home/apt,296,7,0
Live + Work + Stay + Easy | 2BR in Fort Lauderdale,359233035,Entire home/apt,123,30,0
Modern studio in quiet area w/ pool on river,65130922,Entire home/apt,61,3,2
Studio w/Private Entrance- VICTORIA PARK  FLL- 1.5 mi to Beach & Las Olas,8487141,Entire home/apt,101,1,4
Stunning ocean facing condo w/ great intercoastal views & private balcony!,145210617,Entire home/apt,162,30,0
Tropical Paradise home with Private Pool,367090353,Entire home/apt,120,30,0
Beach Condo,365861184,Entire home/apt,88,31,0
NEW! The Gale Condo- 6th floor listing. Less than 1 mile from BOAT SHOW,66224640,Entire home/apt,126,1,0
Happy birthdays are here🎈Both for kids & adults,18288506,Private room,642,1,1
Cozy Quiet Getaway,367230574,Private room,63,1,0
Stay as long as you want | 3BR in Boynton Beach,359233035,Entire home/apt,156,30,0
Hallandale Motel Apartment with pool  and parking,282886880,Entire home/apt,65,1,0
Great 1BR Apartment With Kitchen + 8th Floor!,1833853,Entire home/apt,122,3,0
PRIVATE Luxurious bedroom and bath. Stay and enjoy,304911530,Private room,47,2,5
The Ocean Resort Residences | Hip Junior Suite Poolside,128710599,Entire home/apt,439,1,0
TWO Units Attached - Sleeps 12 - Walk to the Beach,86416244,Entire home/apt,307,1,0
Hollywood Beach Apartment,363661814,Entire home/apt,58,3,1
Chateau Paradiso Mansion!,65656643,Entire home/apt,826,1,0
Master bedroom Private bath  Hallandale bch 10min,363221597,Private room,33,1,1
Clean&Modern Room and Bath for a Long/short Stay,144104637,Private room,45,1,1
Live + Work + Stay + Easy | 2BR in Fort Lauderdale,359233035,Entire home/apt,123,30,0
The Ocean Resort Residences | Luxury Studio Ocean View,128710599,Entire home/apt,326,1,0
The Ocean Resort Residences | Luxury Studio Ocean View,128710599,Entire home/apt,326,1,0
The Ocean Resort Residences | Luxury Studio Ocean View,128710599,Entire home/apt,326,1,0
The Ocean Resort Residences | Luxury Studio Ocean View,128710599,Entire home/apt,326,1,0
The Ocean Resort Residences | Luxury Studio Ocean View,128710599,Entire home/apt,326,1,0
The Ocean Resort Residences | Luxury Studio Ocean View,128710599,Entire home/apt,326,1,0
The Ocean Resort Residences | Luxury Studio Ocean View,128710599,Entire home/apt,326,1,0
The Ocean Resort Residences | Luxury Studio Ocean View,128710599,Entire home/apt,326,1,0
The Ocean Resort Residences | Striking Two Queens Oceanfront Studio,128710599,Entire home/apt,333,1,0
The Ocean Resort Residences | Striking Two Queens Oceanfront Studio,128710599,Entire home/apt,332,1,0
The Ocean Resort Residences | Striking Two Queens Oceanfront Studio,128710599,Entire home/apt,332,1,0
The Ocean Resort Residences | Striking Two Queens Oceanfront Studio,128710599,Entire home/apt,332,1,0
The Ocean Resort Residences | Striking Two Queens Oceanfront Studio,128710599,Entire home/apt,332,1,0
The Ocean Resort Residences | Striking Two Queens Oceanfront Studio,128710599,Entire home/apt,333,1,0
The Ocean Resort Residences | Striking Two Queens Oceanfront Studio,128710599,Entire home/apt,333,1,0
The Ocean Resort Residences | Striking Two Queens Oceanfront Studio,128710599,Entire home/apt,332,1,0
The Ocean Resort Residences | Striking Two Queens Oceanfront Studio,128710599,Entire home/apt,332,1,0
The Ocean Resort Residences | One Bedroom Intracoastal Suite,128710599,Entire home/apt,353,1,0
The Ocean Resort Residences | One Bedroom Intracoastal Suite,128710599,Entire home/apt,316,1,0
The Ocean Resort Residences | One Bedroom Intracoastal Suite,128710599,Entire home/apt,353,1,0
The Ocean Resort Residences | Intracoastal One Bedroom Suite | Mob Access w/tub,128710599,Entire home/apt,317,1,0
Beachfront Modern OceanView 2BR Apt Hollywood,5192522,Entire home/apt,199,3,1
The Ocean Resort Residences | Luxurious One Bedroom Oceanfront Residence,128710599,Entire home/apt,547,1,0
The Ocean Resort Residences | Luxurious One Bedroom Oceanfront Residence,128710599,Entire home/apt,547,1,0
The Ocean Resort Residences | Luxurious One Bedroom Oceanfront Residence,128710599,Entire home/apt,547,1,0
Spectacular Ocean Facing 3 Bedroom w Sunrise View,26596682,Entire home/apt,225,30,0
The Ocean Resort Residences | Modern One Bedroom Intracoastal View Residence,128710599,Entire home/apt,426,1,0
The Ocean Resort Residences | Modern One Bedroom Intracoastal View Residence,128710599,Entire home/apt,426,1,0
Ocean view condo just a block from the beach  restaurants  & more!,145210617,Entire home/apt,131,30,0
The Ocean Resort Residences | Modern One Bedroom Intracoastal View Residence,128710599,Entire home/apt,426,1,0
The Ocean Resort Residences | Modern One Bedroom Intracoastal View Residence,128710599,Entire home/apt,426,1,0
Beautiful spacious vacation retreat w/ large pool,330917444,Entire home/apt,359,2,4
Condo on the Beach,87060891,Entire home/apt,116,1,1
Chic & Spacious 2 Bedroom Apartment with Pool,302851728,Entire home/apt,119,1,0
LUXURY OCEAN FRONT Condo FOR RENT,300761135,Entire home/apt,200,90,0
NEW! Brand new  Hollywood  Home near everything,198443198,Entire home/apt,129,2,0
NEW 2019 Miami Condo @Hyde Breathtaking WaterViews +10th Floor!,1833853,Entire home/apt,225,1,0
Everything You Need Efficiency! (Kosher),119546731,Entire home/apt,45,1,0
All-inclusive apartment home | 1BR in Pompano,359233035,Entire home/apt,101,30,0
All-inclusive apartment home | 1BR in Pompano,359233035,Entire home/apt,104,30,0
All-inclusive apartment home | 1BR in Pompano,359233035,Entire home/apt,102,30,0
Stay as long as you want | 2BR in Fort Lauderdale,359233035,Entire home/apt,134,30,0
A place of your own | 1BR in North Lauderdale,359233035,Entire home/apt,110,30,0
Glamorous5mins Away From Hollywood Beach&boardwalk,365514830,Entire home/apt,169,2,2
Modern 4 Bedroom Home Steps Away From the Beach!,361029418,Entire home/apt,350,4,1
Home away from home,182290672,Private room,65,3,0
A place of your own | 1BR  in North Lauderdale,359233035,Entire home/apt,110,30,0
A place to call home | 1BR in Davie,359233035,Entire home/apt,102,30,0
A place to call home | 1BR in Davie,359233035,Entire home/apt,98,30,0
5 * Beachfront Resort- SWIMMING POOL FREE PARKING!,20234196,Entire home/apt,145,2,0
#1204 Beachwalk Resort Fully Equipped Amazing View,248923030,Entire home/apt,199,1,0
#1204A Beachwalk Resort 1BED/1BATH+Kitchen+Dining,248923030,Entire home/apt,129,1,0
Best fun in Fort Lauderdale!,363001177,Entire home/apt,145,1,0
#1204B Beachwalk Resort Amazing View1Bedroom/1Bath,248923030,Entire home/apt,90,1,2
5⭐️ Beachfront Resort- INFINITY EDGE SWIMMING POOL & Hot Tub- FREE PARKING!!,174780501,Entire home/apt,105,2,0
Relax 2,365827585,Private room,29,1,1
The Sea Turtle of Hollywood Beach Hotels,367716078,Private room,79,1,3
1 BDR at the Marriott's BeachPlace Towers,169714921,Entire home/apt,229,6,2
Studio at the Marriott's BeachPlace Towers,169714921,Entire home/apt,149,6,1
Ocean front Water View Condo Hollywood FL,350851880,Entire home/apt,65,1,3
New listing! Four blocks to the beach w/ private hot tub - 2 dogs welcome!,145210617,Entire home/apt,300,7,0
Stay in a place of your own | 1BR in Plantation,359233035,Entire home/apt,95,30,0
5* Beachfront  Resort|Hot Tub & Pool -FREE PARKING,20234196,Entire home/apt,143,2,0
Private  Quiet Pool House Perfect for Staycations,15358018,Entire home/apt,199,3,0
Oceanview Condo in a 4.5 star hotel on 18th floor!,222459707,Entire home/apt,89,1,1
Hermoso apartamento | 6 pax | Salida a la playa,341890757,Entire home/apt,150,3,0
Near everything  come and explore Miami Florida...,246266379,Entire home/apt,85,1,0
helo there i have a nice cave gateaway.,367851121,Entire home/apt,48,1,0
Downtown Fort Lauderdale and Beaches,54647101,Entire home/apt,135,2,0
